#chrom	chromStart	chromEnd
chr1	8211582	8212413
chr1	8216926	8217828
chr1	8218467	8219343
chr1	8224578	8225521
chr1	8267874	8268375
chr1	8276090	8276999
chr1	8281768	8282557
chr1	8283031	8283893
chr1	8314082	8314982
chr1	8317697	8318573
chr1	8338169	8338580
chr1	8348706	8349616
chr1	8351412	8352204
chr1	8374507	8375261
chr1	8378356	8379126
chr1	8382707	8383590
chr1	8387775	8388671
chr1	8395156	8396055
chr1	8407436	8408287
chr1	8408915	8409801
chr1	8417487	8418380
chr1	8423452	8424246
chr1	8424414	8424900
chr1	8427308	8428185
chr1	8430729	8431561
chr1	8438647	8439552
chr1	8443386	8444316
chr1	8448811	8449694
chr1	8457558	8458413
chr1	8462934	8463744
chr1	8472436	8473271
chr1	8473589	8474179
chr1	8475796	8476656
chr1	8477165	8477941
chr1	8478190	8479063
chr1	8496027	8496866
chr1	8497281	8498110
chr1	8499600	8500520
chr1	8509880	8510799
chr1	8511484	8512225
chr1	8516630	8517475
chr1	8517673	8518541
chr1	8520353	8521212
chr1	8523391	8524227
chr1	8525559	8526422
chr1	8527528	8528372
chr1	8532859	8533726
chr1	8533902	8534547
chr1	8544760	8545584
chr1	8560804	8561700
chr1	8602339	8603287
chr1	8603857	8604742
chr1	8623405	8624307
chr1	8625250	8626112
chr1	8629444	8630284
chr1	8643277	8644148
chr1	8647433	8648269
chr1	8651065	8651852
chr1	8660243	8661135
chr1	8663776	8664679
chr1	8670987	8671831
chr1	8678986	8679783
chr1	8680908	8681732
chr1	8686975	8687868
chr1	8689480	8690246
chr1	8700980	8701899
chr1	8702926	8703828
chr1	8712466	8713337
chr1	8718575	8719497
chr1	8726259	8727152
chr1	8811225	8812166
chr1	8817308	8818223
chr1	8822385	8823272
chr1	8825764	8826651
chr1	8829264	8830178
chr1	8848646	8849523
chr1	8859165	8860055
chr1	8862250	8863123
chr1	8870929	8871767
chr1	8873348	8874241
chr1	8875179	8875976
chr1	8878459	8879308
chr1	8888845	8889486
chr1	8889688	8890548
chr1	8891502	8892448
chr1	8899627	8900540
chr1	8908082	8908969
chr1	8917822	8918731
chr1	8920526	8921401
chr1	8926761	8927395
chr1	8938077	8938969
chr1	8946344	8947131
chr1	8956493	8957365
chr1	8962654	8963551
chr1	8970768	8971676
chr1	8983348	8984142
chr1	8986431	8987214
chr1	8987758	8988652
chr1	9004828	9005699
chr1	9007451	9008292
chr1	9009681	9010386
chr1	9010900	9011641
chr1	9036326	9036985
chr1	9066930	9067841
chr1	9069279	9070172
chr1	9072930	9073850
chr1	9074707	9075584
chr1	9076053	9076792
chr1	9078058	9078439
chr1	9078545	9079197
chr1	9083001	9083791
chr1	9093366	9094184
chr1	9101280	9102181
chr1	9110504	9111406
chr1	9119507	9120323
chr1	9121759	9122575
chr1	9128829	9129758
chr1	9131311	9132190
chr1	9135152	9136058
chr1	9141985	9142853
chr1	9143222	9143968
chr1	9162495	9163154
chr1	9163642	9164554
chr1	9173844	9174708
chr1	9181060	9181891
chr1	9182906	9183446
chr1	9196168	9197053
chr1	9200756	9201283
chr1	9202371	9203086
chr1	9203447	9204274
chr1	9228340	9229193
chr1	9232946	9233611
chr1	9234350	9235276
chr1	9238133	9238875
chr1	9239467	9240357
chr1	9242813	9243560
chr1	9244359	9245218
chr1	9249723	9250633
chr1	9266820	9267728
chr1	9275281	9276193
chr1	9280257	9281138
chr1	9283866	9284597
chr1	9288737	9289551
chr1	9289920	9290734
chr1	9292499	9293293
chr1	9293429	9293962
chr1	9300068	9300989
chr1	9314916	9315725
chr1	9332493	9333380
chr1	9340614	9341528
chr1	9362280	9363163
chr1	9377267	9377671
chr1	9400155	9401054
chr1	9410676	9411543
chr1	9412975	9413924
chr1	9416268	9417092
chr1	9417478	9418249
chr1	9420714	9421585
chr1	9426079	9426982
chr1	9428537	9429451
chr1	9438919	9439684
chr1	9455549	9456433
chr1	9490767	9491636
chr1	9494965	9495866
chr1	9522279	9523114
chr1	9526070	9526840
chr1	9529009	9529856
chr1	9539016	9539840
chr1	9546431	9547319
chr1	9559478	9560321
chr1	9561168	9562076
chr1	9588289	9589156
chr1	9593207	9594081
chr1	9615304	9616213
chr1	9617585	9618486
chr1	9626760	9627657
chr1	9629417	9630226
chr1	9633374	9634178
chr1	9638452	9639211
chr1	9643455	9644125
chr1	9644416	9645310
chr1	9651535	9651993
chr1	9652117	9652844
chr1	9669818	9670706
chr1	9687074	9687994
chr1	9689038	9689945
chr1	9701943	9702813
chr1	9704443	9705336
chr1	9711368	9712213
chr1	9713977	9714786
chr1	9717314	9718204
chr1	9718919	9719736
chr1	9721467	9722378
chr1	9724719	9725566
chr1	9728358	9729294
chr1	9730272	9731193
chr1	9737963	9738831
chr1	9767891	9768814
chr1	9784262	9785163
chr1	9787399	9788285
chr1	9799924	9800830
chr1	9823607	9824529
chr1	9825330	9826165
chr1	9827526	9828338
chr1	9849945	9850790
chr1	9867193	9868099
chr1	9874613	9875516
chr1	9882041	9882862
chr1	9890139	9891052
chr1	9892911	9893746
chr1	9900164	9901065
chr1	9909983	9910902
chr1	9942931	9943817
chr1	9950203	9950927
chr1	9960893	9961772
chr1	9990762	9991641
chr1	9996929	9997586
chr1	10022440	10023339
chr1	10028804	10029709
chr1	10032405	10033290
chr1	10055539	10056412
chr1	10066701	10067576
chr1	10074092	10074994
chr1	10147833	10148725
chr1	10152587	10153504
chr1	10173372	10174238
chr1	10189385	10190298
chr1	10208300	10209114
chr1	10210006	10210915
chr1	10242629	10243501
chr1	10251489	10252387
chr1	10253470	10254338
chr1	10307670	10308565
chr1	10324426	10325307
chr1	10337784	10338672
chr1	10377113	10377910
chr1	10378272	10379092
chr1	10385012	10385856
chr1	10387837	10388760
chr1	10398498	10399384
chr1	10400422	10401175
chr1	10414978	10415880
chr1	10427783	10428685
chr1	10430097	10431039
chr1	10449946	10450807
chr1	10472100	10472984
chr1	10474552	10475416
chr1	10484287	10485166
chr1	10494662	10495518
chr1	10497008	10497750
chr1	10498023	10498844
chr1	10507128	10508041
chr1	10510702	10511580
chr1	10514092	10515016
chr1	10515502	10516281
chr1	10524935	10525849
chr1	10543993	10544910
chr1	10555760	10556590
chr1	10638314	10639154
chr1	10692079	10692887
chr1	10694306	10695211
chr1	10716160	10717019
chr1	10755632	10756538
chr1	10788883	10789275
chr1	10804062	10804937
chr1	10830946	10831727
chr1	10866815	10867701
chr1	10888224	10889124
chr1	10903432	10904247
chr1	10904554	10905463
chr1	10905936	10906623
chr1	10909654	10910551
chr1	10917685	10918576
chr1	10919768	10920605
chr1	10931835	10932687
chr1	10937096	10938018
chr1	10939846	10940723
chr1	10941707	10942615
chr1	10943811	10944730
chr1	10960732	10961647
chr1	10965393	10966074
chr1	10979281	10979882
chr1	11012133	11012933
chr1	11037363	11038257
chr1	11051578	11052456
chr1	11059663	11060560
chr1	11099386	11100262
chr1	11241464	11242350
chr1	11245864	11246770
chr1	11262214	11263116
chr1	11272740	11273634
chr1	11280728	11281586
chr1	11291285	11292189
chr1	11295660	11296518
chr1	11298662	11299482
chr1	11319859	11320764
chr1	11335206	11336116
chr1	11337242	11338126
chr1	11383516	11384422
chr1	11407061	11407978
chr1	11478526	11479408
chr1	11480052	11480739
chr1	11501249	11502149
chr1	11642125	11643013
chr1	11645482	11646346
chr1	11648550	11649379
chr1	11650108	11651021
chr1	11654384	11655268
chr1	11663895	11664724
chr1	11670385	11671278
chr1	11680776	11681683
chr1	11691066	11691958
chr1	11692837	11693763
chr1	11710909	11711754
chr1	11719207	11720164
chr1	11725318	11726211
chr1	11730060	11730890
chr1	11731561	11732407
chr1	11735665	11736469
chr1	11736642	11737448
chr1	11738500	11739349
chr1	11740534	11741413
chr1	11748867	11749732
chr1	11761689	11762567
chr1	11772124	11772894
chr1	11784842	11785700
chr1	11790602	11791503
chr1	11792058	11792748
chr1	11803146	11803984
chr1	11805651	11806568
chr1	11812740	11813557
chr1	11814709	11815610
chr1	11838367	11839235
chr1	11842406	11843238
chr1	11850981	11851891
chr1	11858983	11859873
chr1	11882782	11883597
chr1	11893664	11894513
chr1	11905308	11906221
chr1	11907684	11908515
chr1	11909333	11910252
chr1	11925999	11926895
chr1	11934228	11935132
chr1	11952449	11953242
chr1	11954803	11955594
chr1	11960553	11961397
chr1	11966797	11967652
chr1	11978044	11978802
chr1	11979842	11980757
chr1	11985609	11986475
chr1	12001563	12002364
chr1	12018935	12019838
chr1	12022637	12023201
chr1	12029787	12030378
chr1	12031096	12031910
chr1	12034892	12035780
chr1	12040249	12041078
chr1	12047117	12048038
chr1	12051768	12052669
chr1	12063063	12063934
chr1	12079235	12080008
chr1	12087528	12088354
chr1	12088483	12089280
chr1	12118350	12119241
chr1	12120983	12121894
chr1	12124594	12125443
chr1	12125799	12126496
chr1	12132728	12133629
chr1	12140731	12141601
chr1	12143403	12144237
chr1	12148041	12148886
chr1	12150280	12151181
chr1	12151775	12152550
chr1	12152995	12153899
chr1	12157563	12158357
chr1	12161539	12162439
chr1	12166609	12167446
chr1	12171690	12172542
chr1	12173433	12174323
chr1	12177663	12178497
chr1	12178899	12179751
chr1	12180266	12180974
chr1	12183936	12184858
chr1	12194338	12195229
chr1	12196370	12197289
chr1	12201417	12202330
chr1	12203863	12204653
chr1	12208632	12209513
chr1	12210342	12211218
chr1	12229593	12230480
chr1	12271716	12272619
chr1	12276148	12276957
chr1	12344381	12345138
chr1	12345319	12346158
chr1	12376526	12377399
chr1	12381112	12381846
chr1	12384652	12385441
chr1	12385968	12386785
chr1	12407164	12408066
chr1	12408395	12409246
chr1	12415810	12416723
chr1	12433948	12434764
chr1	12435443	12436314
chr1	12438232	12439133
chr1	12449178	12450090
chr1	12453117	12453991
chr1	12472799	12473702
chr1	12475189	12475590
chr1	12475693	12476259
chr1	12478288	12479120
chr1	12480620	12481519
chr1	12496004	12496916
chr1	12510387	12511287
chr1	12519040	12519796
chr1	12525263	12526226
chr1	12528132	12528912
chr1	12578669	12579516
chr1	12595625	12596476
chr1	12601070	12601677
chr1	12601793	12602507
chr1	12604078	12604981
chr1	12617763	12618522
chr1	12618967	12619518
chr1	12619677	12620488
chr1	12630889	12631795
chr1	12658723	12659575
chr1	13593484	13594381
chr1	13622113	13622684
chr1	13623027	13623919
chr1	13642510	13643370
chr1	13662168	13663003
chr1	13663787	13664722
chr1	13665455	13666331
chr1	13667494	13668369
chr1	13674053	13674902
chr1	13699883	13700765
chr1	13702505	13703419
chr1	13706038	13706869
chr1	13712595	13713124
chr1	13713269	13714023
chr1	13714756	13715601
chr1	13723516	13724388
chr1	13725566	13726477
chr1	13730585	13731481
chr1	13732832	13733679
chr1	13737238	13738123
chr1	13748915	13749789
chr1	13753557	13754367
chr1	13754523	13755072
chr1	13781896	13782760
chr1	13790476	13791029
chr1	13809287	13810127
chr1	13811073	13811850
chr1	13813339	13814228
chr1	13828653	13829500
chr1	13960195	13961061
chr1	14543178	14543975
chr1	14739269	14740134
chr1	14742028	14742867
chr1	14755642	14756565
chr1	14923781	14924580
chr1	14968792	14969637
chr1	15016230	15016966
chr1	15065698	15066586
chr1	15080127	15080983
chr1	15090190	15090939
chr1	15100104	15100976
chr1	15112031	15112892
chr1	15128266	15129149
chr1	15135702	15136166
chr1	15137583	15138484
chr1	15141639	15142489
chr1	15146703	15147592
chr1	15152205	15153151
chr1	15153704	15154603
chr1	15168212	15169128
chr1	15177451	15178385
chr1	15218396	15219230
chr1	15224117	15224811
chr1	15224923	15225362
chr1	15231410	15232312
chr1	15245685	15246466
chr1	15246898	15247729
chr1	15248777	15249678
chr1	15252661	15253442
chr1	15258199	15258592
chr1	15258689	15259239
chr1	15260979	15261889
chr1	15272227	15273112
chr1	15275729	15276543
chr1	15296772	15297688
chr1	15304461	15305359
chr1	15314148	15315013
chr1	15323258	15324166
chr1	15328734	15329623
chr1	15340126	15341025
chr1	15341800	15342659
chr1	15345658	15346551
chr1	15347163	15347843
chr1	15352256	15353139
chr1	15384092	15384971
chr1	15385950	15386874
chr1	15407292	15408047
chr1	15409239	15410151
chr1	15411494	15412447
chr1	15415767	15416679
chr1	15417203	15418125
chr1	15421195	15422037
chr1	15429419	15430215
chr1	15430860	15431768
chr1	15434507	15435390
chr1	15447278	15448192
chr1	15465604	15466394
chr1	15501235	15502100
chr1	15514825	15515750
chr1	15524258	15525325
chr1	15526343	15527230
chr1	15563725	15564618
chr1	15571759	15572487
chr1	15578856	15579717
chr1	15584410	15585341
chr1	15594820	15595711
chr1	15603193	15604102
chr1	15616971	15617882
chr1	15619921	15620792
chr1	15626053	15626919
chr1	15674344	15675267
chr1	15678285	15679148
chr1	15681941	15682840
chr1	15684075	15684841
chr1	15696720	15697603
chr1	15707058	15707860
chr1	15741087	15741940
chr1	15758516	15759471
chr1	15788344	15789273
chr1	15791775	15792671
chr1	15799880	15800802
chr1	15803174	15804078
chr1	15815234	15816137
chr1	15825429	15826316
chr1	15829511	15830419
chr1	15832973	15833644
chr1	15834234	15835146
chr1	15835578	15836459
chr1	15836928	15837708
chr1	15847243	15848127
chr1	15866640	15867551
chr1	15876033	15876965
chr1	15882594	15883330
chr1	15886006	15886900
chr1	15892945	15893812
chr1	15915766	15916613
chr1	15919088	15919957
chr1	15937411	15938143
chr1	15949316	15950235
chr1	15950908	15951688
chr1	15952501	15953377
chr1	15958313	15959131
chr1	15963662	15964536
chr1	15965851	15966765
chr1	15975594	15976440
chr1	15985677	15986447
chr1	15988953	15989859
chr1	15994277	15995161
chr1	16008768	16009646
chr1	16012699	16013627
chr1	16026485	16027349
chr1	16032583	16033442
chr1	16038212	16039037
chr1	16048311	16049235
chr1	16055814	16056681
chr1	16073198	16074091
chr1	16078692	16079579
chr1	16082076	16082980
chr1	16122600	16123433
chr1	16123725	16124413
chr1	16154476	16155322
chr1	16155466	16156333
chr1	16157749	16158628
chr1	16162027	16162892
chr1	16167462	16168355
chr1	16172961	16173835
chr1	16187465	16188372
chr1	16204718	16205367
chr1	16206364	16207252
chr1	16215862	16216532
chr1	16217071	16217983
chr1	16226513	16227366
chr1	16236758	16237608
chr1	16244096	16244992
chr1	16293303	16294189
chr1	16296419	16297298
chr1	16302685	16303520
chr1	16318348	16319232
chr1	16350625	16351283
chr1	16352037	16352944
chr1	16363105	16363967
chr1	16364587	16365482
chr1	16366825	16367637
chr1	16371513	16372392
chr1	16386931	16387777
chr1	16420521	16421399
chr1	16430417	16431080
chr1	16432856	16433787
chr1	16440304	16441109
chr1	16444056	16444910
chr1	16473972	16474683
chr1	16498768	16499675
chr1	16508744	16509638
chr1	16513777	16514741
chr1	16520542	16521423
chr1	16534035	16534772
chr1	16534909	16535792
chr1	16540149	16541071
chr1	16604751	16605490
chr1	16613071	16613984
chr1	16620756	16621664
chr1	16644267	16645175
chr1	16647523	16648354
chr1	16649350	16650084
chr1	16651315	16652222
chr1	16676549	16677353
chr1	16677830	16678715
chr1	16699347	16700010
chr1	16700122	16700541
chr1	16707330	16708257
chr1	16715461	16716349
chr1	16724905	16725724
chr1	16727145	16728035
chr1	16728313	16729002
chr1	16868622	16869518
chr1	16872480	16873014
chr1	16873134	16873866
chr1	16888967	16889853
chr1	16895876	16896472
chr1	16904607	16905479
chr1	16913633	16914521
chr1	16921494	16922388
chr1	16927402	16928188
chr1	16945830	16946388
chr1	16951384	16952285
chr1	16960472	16961356
chr1	16980305	16981033
chr1	17009448	17010165
chr1	17011492	17012374
chr1	17013622	17014529
chr1	17022911	17023776
chr1	17044953	17045775
chr1	17045936	17046743
chr1	17053705	17054620
chr1	17059426	17060218
chr1	17060343	17060961
chr1	17061385	17062191
chr1	17062785	17063350
chr1	17065355	17066076
chr1	17066562	17067423
chr1	17075191	17076072
chr1	17098198	17099059
chr1	17104680	17105050
chr1	17119137	17120002
chr1	17123022	17123900
chr1	17125515	17126413
chr1	17128115	17129027
chr1	17141364	17142224
chr1	17149012	17149730
chr1	17149854	17150452
chr1	17156266	17156653
chr1	17161027	17161924
chr1	17176363	17177261
chr1	17181490	17182401
chr1	17183423	17184337
chr1	17191296	17192214
chr1	17201338	17202230
chr1	17206903	17207704
chr1	17207856	17208637
chr1	17212455	17213362
